micromarket_category,option_name,developer_landlord,building_name,address_location,building_perspective_photo,building_details,building_structure,total_building_size_sqft,average_floor_plate_sqft,floor_plate_efficiency,power_kva,power_backup,proposed_space,available_inventory_sqft,floor_offered,status,fitout_details,timeline,car_parking_ratio,commercial_terms,quoted_rental_sqft_pm,cam_charges_sqft_pm,car_parking_charges,rental_escalation,security_deposit_months,lease_tenure_months,lock_in_period_months,notice_period_months,occupancy_certificate,location_map,contact_details,contact_person,contact_number,official_email,developer_name,folder_category,source_file,source_format,extraction_method,report_period,raw_remarks
CBD,Option 38,Sobha Limited,Clayworks CBD - Sobha Alexander Plaza,Commissariat Rd,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B + G + 6,"85,000–95,000 Sft","12,000–14,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,26.0 Sq. Ft.,26,2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,15000.0,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.970882278896234, 77.61054413713124",Sobha Limited Leasing Team,Leasing Head - Sobha Limited,+91-80-40000000,leasing@sobhalimited.com,Sobha Limited,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 39,Adarsh Developers Pvt. Ltd,Clayworks Opus - Adarsh Opus,Richmond Rd,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3,"100,000 Sft","25,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,227.0 Sq. Ft.,227,2F+3F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,18000.0,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.967076571280263, 77.6116094659673",Adarsh Developers Pvt. Ltd Leasing Team,Leasing Head - Adarsh Developers Pvt. Ltd,+91-80-40000000,leasing@adarshdeveloperspvt.ltd.com,Adarsh Developers Pvt. Ltd,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 40,Independent,Claywork Residency,Residency Rd,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,"40,000–45,000 Sft","8,000–9,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,Flexible Sq. Ft.,Available on Request,2F+3F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,16000.0,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.965702059360966, 77.59797661014817",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 41,Adarsh Group,Clayworks Crystal - Adarsh Yelavarthy Centre,Cambridge Layout,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,"32,000 Sft","8,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,592.0 Sq. Ft.,592,2F+3F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,16500.0,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.97024882059304, 77.62809552911054",Adarsh Group Leasing Team,Leasing Head - Adarsh Group,+91-80-40000000,leasing@adarshgroup.com,Adarsh Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 42,Independent,Smartworks - Sargod Imperial,Residency Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,"89,578 Sft","16,231 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,240.0 Sq. Ft.,240,GF+2F,Warm Shell + Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.972549369094603, 77.60575586931554",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 43,Prestige Estates Projects Ltd,Smartworks - Prestige Zeenath House,Raja Ram Mohan Roy Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+3,"31,820 Sft","8,613 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,Flexible Sq. Ft.,Available on Request,GF+1F+2F+3F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.9667188209794, 77.59569622956712",Prestige Estates Projects Ltd Leasing Team,Leasing Head - Prestige Estates Projects Ltd,+91-80-40000000,leasing@prestigeestatesprojectsltd.com,Prestige Estates Projects Ltd,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 44,Independent,Smartworks - Golden Millennium,Millers Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,"62,580 Sft","9,800 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,194.0 Sq. Ft.,194,GF+4F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.990699140851358, 77.5938437441832",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 45,Independent,Smartworks - Sirius Building,Millers Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+5,"95,000–100,000 Sft","15,000–17,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,Flexible Sq. Ft.,Available on Request,GF,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.990204743931013, 77.59388602602422",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 46,HM Group,Trend Works - HM Towers,Brigade Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+6,"93,500 Sft","12,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,6.0 Sq. Ft.,6,5F - 'B' Wing,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,14000.0,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.971642200542622, 77.60700391779359",HM Group Leasing Team,Leasing Head - HM Group,+91-80-40000000,leasing@hmgroup.com,HM Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 47,K. Raheja Group,Trend Works - Raheja Towers,MG Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+13,"334,000 Sft","22,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,224.0 Sq. Ft.,224,8F+13F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,16000.0,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.97309544823984, 77.6141385937704",K. Raheja Group Leasing Team,Leasing Head - K. Raheja Group,+91-80-40000000,leasing@k.rahejagroup.com,K. Raheja Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 48,Kelachandra Group,Trend Works - The Estate,Dickenson Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+10+T,"60,000 Sft","18,294 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,78.0 Sq. Ft.,78,7F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,16000.0,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.974496412770018, 77.61464284907089",Kelachandra Group Leasing Team,Leasing Head - Kelachandra Group,+91-80-40000000,leasing@kelachandragroup.com,Kelachandra Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 49,Novel Group,Novel Office Central,Ulsoor Rd,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+4,"30,000–32,000 Sft","7,000–8,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,22.0 Sq. Ft.,22,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.975213799703628, 77.61945122326148",Novel Group Leasing Team,Leasing Head - Novel Group,+91-80-40000000,leasing@novelgroup.com,Novel Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 50,Novel Group,Novel Office Queens Road,Queen's Rd,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3,"41,801 Sft","10,450 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,35.0 Sq. Ft.,35,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.99092652868044, 77.59907232546632",Novel Group Leasing Team,Leasing Head - Novel Group,+91-80-40000000,leasing@novelgroup.com,Novel Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 51,Novel Group,Novel Business Park,"Baldwins Rd, AnepalyaRd",Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+7,"48,000 Sft","6,000–6,800 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,270.0 Sq. Ft.,270,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.951437645029419, 77.6081470779349",Novel Group Leasing Team,Leasing Head - Novel Group,+91-80-40000000,leasing@novelgroup.com,Novel Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 52,Pothraj Infrastructure & Investment,Flex Coworks - Trinity Pothraj,MG Road - Trinity Circle,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+M+3,"36,750 Sft","8,250 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,112.0 Sq. Ft.,112,2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.973526622140191, 77.62059459205027",Pothraj Infrastructure & Investment Leasing Team,Leasing Head - Pothraj Infrastructure & Investment,+91-80-40000000,leasing@pothrajinfrastructure&investment.com,Pothraj Infrastructure & Investment,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 53,Nandhini Group,Flex Coworks - Nandhini Deluxe,St.Mark's Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+4,"30,000–35,000 Sft","6,000–7,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,147.0 Sq. Ft.,147,1F+2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.973108422968501, 77.60102519485751",Nandhini Group Leasing Team,Leasing Head - Nandhini Group,+91-80-40000000,leasing@nandhinigroup.com,Nandhini Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 54,SKAV Developers Pvt. Ltd.,Incubex - Skav 909,Lavelle Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+20,"2,80,000–2,91,333 Sft","13,872–14,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,65.0 Sq. Ft.,65,14F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.965656465536892, 77.59656484322925",SKAV Developers Pvt. Ltd. Leasing Team,Leasing Head - SKAV Developers Pvt. Ltd.,+91-80-40000000,leasing@skavdeveloperspvt.ltd..com,SKAV Developers Pvt. Ltd.,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 55,HM Group,Incubex - HM Eleganza,Museum Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+M+3+T,"56,000 Sft","9,700 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.973897721649305, 77.60276018131215",HM Group Leasing Team,Leasing Head - HM Group,+91-80-40000000,leasing@hmgroup.com,HM Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 56,Embassy Group,CRE - Embassy Icon,Infantry Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+7,"254,297 Sft","27,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,189.0 Sq. Ft.,189,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9900.0,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.984017292297047, 77.59534647177237",Embassy Group Leasing Team,Leasing Head - Embassy Group,+91-80-40000000,leasing@embassygroup.com,Embassy Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 57,Rockline Group,CRE - Rockline Centre,"Midford Garden Rd, Trinity, MG Rd",Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+6,"69,362 Sft","9,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,349.0 Sq. Ft.,349,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,8900.0,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.971638821382289, 77.61813451981921",Rockline Group Leasing Team,Leasing Head - Rockline Group,+91-80-40000000,leasing@rocklinegroup.com,Rockline Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 58,Prestige Group,Obeya Capitol - Prestige Khoday Tower,Raj Bhavan Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+15,"160,651 Sft","10,382 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,Flexible Sq. Ft.,Available on Request,2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.982886596880924, 77.5940332659676",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 59,Embassy Group,Obeya Panache - Embassy Diamante,Vittal Malaya Rd,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+M+3,"16,000 Sft","3,500 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,40.0 Sq. Ft.,40,2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,18000.0,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.971561643566739, 77.59740927945879",Embassy Group Leasing Team,Leasing Head - Embassy Group,+91-80-40000000,leasing@embassygroup.com,Embassy Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 60,Independent,Obeya Pulse - Obeya Pulse,Ulsoor Rd,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+4,"30,000–35,000 Sft","6,000–7,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,50.0 Sq. Ft.,50,GF,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9000.0,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.975658125171469, 77.61900651114362",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 61,Prestige Group,Simpliwork -  UB Plaza,Vittal Mallya Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,"70,364 Sft","15,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,Flexible Sq. Ft.,Available on Request,1F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.970214036664393, 77.60045467972328",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 62,Prestige Group,Simpliwork - Prestige Sigma,Vittal Mallya Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+5,"53,280 Sft","8,880 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,Flexible Sq. Ft.,Available on Request,4F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.970417298148735, 77.60007782775578",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 63,Prestige Group,Simpliwork - Prestige Summit,"St. Johns Rd, Ulsoor Rd",Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+4,"65,000 Sft","13,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,Flexible Sq. Ft.,Available on Request,3F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.986474848126376, 77.61596895247617",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 64,RMZ Corp,Simpliwork - RMZ Millenia,Ulsoor Rd,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+14,"248,250 Sft","16,550 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,Flexible Sq. Ft.,Available on Request,5F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.982463499701732, 77.62498352549318",RMZ Corp Leasing Team,Leasing Head - RMZ Corp,+91-80-40000000,leasing@rmzcorp.com,RMZ Corp,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 65,Prestige Group,Simpliwork - Prestige Solitaire,Brunton road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+8,"126,000 Sft","14,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,Flexible Sq. Ft.,Available on Request,1F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.971766678226295, 77.61512618131208",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 66,Vaswani Group,Simpliwork - Vaswani Centropolis,Langford Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+8,"144,144 Sft","16,000–18,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,Flexible Sq. Ft.,Available on Request,2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.961419086061529, 77.59789069480335",Vaswani Group Leasing Team,Leasing Head - Vaswani Group,+91-80-40000000,leasing@vaswanigroup.com,Vaswani Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 67,Prestige Group,Red Brick - Prestige Summit,"St.John Rd, Ulsoor Rd",Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+4,"65,000 Sft","13,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.986474848126376, 77.61596895247617",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 68,Prestige Group,Red Brick - Prestige Tristar,Ulsoor Rd,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3,"16,608 Sft","2,485–4,600 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,Flexible Sq. Ft.,Available on Request,GF+1F+2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.974907030767868, 77.61618532363978",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 69,Pride Group,Workshaala - Marvel - Pride Hulkul,Lalbagh Main Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+9,"235,000 Sft","23,500 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,700.0 Sq. Ft.,700,3F+5F+6F+8F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9999.0,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.957550988988901, 77.5855556659671",Pride Group Leasing Team,Leasing Head - Pride Group,+91-80-40000000,leasing@pridegroup.com,Pride Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
CBD,Option 70,Prestige Group,Workshaala - Celeste - Prestige Tower,Residency Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+23,"623,000 Sft","16,000–17,000 Sft",80% (+/- 2%),1 KVA / 100 Sft,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.968089895316075, 77.60189848834344",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,CBD,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (CBD),July 2026,
